y_pred,y_true
0.9967796,1
0.04797092,0
0.3103692,0
0.031303555,0
0.78542733,1
0.98895955,1
1.9133091e-05,0
0.9962125,1
0.00043785572,0
0.05330181,0
0.99752545,0
8.460879e-05,0
0.97677004,1
0.015657842,0
0.9896884,1
6.0468912e-05,0
0.00019973516,0
0.0001103878,0
0.28755677,0
0.9996934,1
0.0021526515,0
8.5383654e-05,0
6.3210726e-05,0
0.2465483,0
0.6864529,1
0.9991679,1
0.99256957,1
7.581711e-05,0
0.0005966723,0
0.9352926,1
0.05558011,0
0.0003401339,0
0.004031539,1
2.3543835e-05,0
0.9945464,1
0.042756915,0
0.040165156,0
0.9901491,1
0.12130219,0
0.96332765,1
0.9659593,1
0.0007662177,0
0.12431571,1
0.0013742149,0
0.00019621849,0
0.00025174022,0
0.9998369,1
0.99919426,1
0.0004377663,0
0.7315804,0
7.349253e-05,0
6.827712e-05,0
0.00038728118,0
0.9960295,1
0.2525891,0
0.77717996,1
0.011971116,0
2.0951033e-05,0
0.08674279,0
0.0022132397,0
0.99084437,1
0.99633986,1
0.000109523535,0
0.9474261,1
0.80701387,1
0.0019876063,0
0.07022834,0
0.015575588,0
2.4318695e-05,0
0.99848175,1
0.9897697,1
0.613198,1
0.0011993349,0
0.014172465,0
0.00026139617,0
3.0070543e-05,0
0.5440645,0
0.015858501,0
5.9127808e-05,0
0.03669837,0
0.99786913,1
0.99498343,1
0.6649488,1
9.548664e-05,0
0.000857234,0
0.93942726,1
0.0031960309,0
0.069058,0
0.9936693,1
0.99114,1
0.0004787743,0
0.00011214614,0
0.008873224,0
0.076747805,0
0.07116267,1
1.1652708e-05,0
0.99675906,1
0.0035998821,0
0.01631105,0
7.674098e-05,0
0.99991477,1
0.9945368,1
0.00030747056,0
0.0005494952,0
0.2734372,0
0.0042150915,0
0.9988942,1
0.2646228,1
0.97754455,1
8.761883e-05,0
8.311868e-05,0
0.118627846,0
6.93202e-05,0
0.9953384,1
0.90596175,1
0.00045511127,0
0.4980597,1
0.9798333,1
0.004664302,0
0.00017499924,0
0.5095516,1
0.027257502,0
0.99590683,1
0.9371649,1
0.8885412,1
0.31500435,0
0.9553993,1
7.2836876e-05,0
6.5892935e-05,0
0.086117,0
7.4505806e-05,0
8.890033e-05,0
0.006383866,0
0.9964771,1
9.7602606e-05,0
0.89291847,1
0.00019016862,0
0.0007919967,0
0.015542179,0
1.5228987e-05,0
0.0021438003,0
0.9977833,1
0.0030218363,0
0.4100116,1
7.44164e-05,0
0.002965182,0
0.0030082464,0
0.9952303,1
0.99992657,1
0.0003656149,0
0.9662036,1
0.872802,1
2.3066998e-05,0
6.303191e-05,0
6.711483e-05,0
0.687176,1
0.0014810562,0
0.0005828738,0
0.9915421,1
0.00036787987,0
1.4364719e-05,0
0.001386255,0
0.98039734,1
0.99828565,1
0.99825954,1
0.35256845,0
0.9578974,1
0.799224,0
0.9997815,1
0.00024580956,0
0.815145,1
0.98791593,1
0.0017331541,0
2.3066998e-05,0
0.95083576,1
0.9980832,1
0.00014844537,0
0.0011747777,0
6.2048435e-05,0
0.9984499,1
0.9932914,1
0.99846816,1
6.484985e-05,0
0.9747052,1
0.0003284514,0
0.7267711,1
0.65750176,1
0.8519627,1
0.98762894,1
0.99270976,1
0.99665505,1
0.008167297,0
0.0005555153,0
0.48353028,0
0.98816216,1
0.0045906305,0
0.9919325,1
0.0016534328,0
0.000898242,0
0.98438907,1
0.00032675266,1
2.4586916e-05,0
0.99853563,1
0.93428695,1
0.9992111,1
0.99990416,1
9.614229e-05,0
0.0021122396,0
0.71859056,1
0.93558323,1
0.0002770722,0
0.99780226,1
0.0007918477,0
2.4586916e-05,0
0.9586171,1
0.9968153,1
0.023580164,0
0.047231406,1
0.99974823,1
0.09520751,1
0.34462655,0
0.017736673,0
2.8848648e-05,0
0.9972803,1
0.005155802,0
0.00026750565,0
0.00011229515,0
9.471178e-05,0
0.95014244,1
2.4229288e-05,0
0.5807599,1
0.99720335,1
0.97927165,1
0.0001283288,0
0.0036520958,0
0.9948242,1
0.6126626,1
0.4291442,0
0.0021115541,0
0.99475765,1
0.42163798,1
0.01399827,0
0.9904901,1
0.00045987964,0
0.9974973,1
0.9984634,1
0.965516,1
0.9987439,1
0.9941189,1
5.9455633e-05,0
0.00018921494,0
0.9999384,1
9.062886e-05,0
0.99481785,1
9.128451e-05,0
0.30350837,1
0.91116434,0
0.0052387416,0
0.002205491,0
0.9956729,1
0.047673672,0
7.2687864e-05,0
0.000670135,0
0.99602556,1
0.0029587448,0
0.9707376,1
0.10841596,0
0.004664421,0
0.9885357,1
0.9962197,1
0.94969416,0
0.0003784299,0
0.012212545,0
0.0017249584,0
0.96741766,1
0.023344338,0
0.0108961165,1
0.00012686849,0
0.2643878,1
6.401539e-05,0
0.9958389,1
5.966425e-05,0
0.00011986494,0
0.0029011667,0
0.2195015,0
1.3321638e-05,0
0.0003697276,0
0.01840347,0
0.00032541156,0
0.9972913,1
0.998484,1
0.0001335442,0
0.04274866,0
0.9722014,1
0.0004351735,0
0.49219567,0
0.99527645,1
0.00013181567,0
0.00021255016,0
0.86794686,1
0.0016376674,0
0.00413996,0
0.9959787,1
0.068930686,0
0.0002772808,0
0.0064384043,0
0.048483223,0
0.99199927,1
0.12006852,0
0.038219452,0
0.00013157725,0
2.1845102e-05,0
0.99584496,1
0.99632645,1
0.7911583,1
0.0021336079,0
0.00012654066,0
0.9957463,1
0.9976331,1
0.9998134,1
0.0021424592,0
0.99842274,1
0.00026744604,0
0.9959425,1
0.99915797,1
0.06386086,0
2.9206276e-05,0
0.0011187196,0
0.0036622584,0
0.00012898445,0
0.002565056,0
0.027340174,0
0.006845802,0
0.9826327,1
0.057130843,0
0.9842837,1
0.3497398,0
5.981326e-05,0
0.9945369,0
0.9426267,1
0.9862974,1
0.00010558963,0
7.6413155e-05,0
0.00822109,0
7.8588724e-05,0
0.9319455,1
0.12012476,0
0.12981373,0
0.00017794967,0
0.15892568,1
0.50622225,1
0.019935459,0
0.0001951158,0
0.00043937564,0
0.99747896,1
0.25008005,0
0.99978757,1
0.9952224,1
0.0003748834,0
7.534027e-05,0
0.34736443,0
0.9859372,1
0.99865973,1
0.9963473,1
0.996793,1
0.9971381,1
0.0003465712,0
0.9998821,1
7.1793795e-05,0
0.99611497,1
0.9878135,1
0.011588573,0
0.002292335,0
0.9980383,1
0.54310447,1
0.99974066,1
0.10187289,0
0.94208586,1
0.0003042221,0
0.20998311,0
0.39848006,0
0.47033688,0
7.405877e-05,0
0.96040386,1
0.9948742,1
0.9760872,1
0.37908617,0
0.8924043,1
0.10559052,0
0.0006352365,0
0.00012591481,0
0.06993514,0
0.001582861,0
0.09168756,0
0.5867388,1
0.01219368,0
0.91565883,0
6.493926e-05,0
0.9954537,1
0.00018325448,0
0.6069113,1
0.0011310875,0
0.00023886561,0
0.0030948222,0
0.5366313,0
0.99343455,1
0.0009877682,0
0.0004403293,0
0.0006598234,0
0.99777967,1
0.9501089,1
0.0001462102,0
0.68617815,1
0.90552557,0
0.00045499206,0
9.5784664e-05,0
0.0001449585,0
0.99872845,1
0.0005606413,0
0.9502997,1
0.06867114,0
9.6321106e-05,0
0.99893284,1
0.00011843443,0
0.00063565373,0
0.00051546097,0
0.98327637,1
