tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,5000,0.25,0,0.7221089550505775,0.6888888888888889,0.7077625570776256
B,5000,0.25,0,0.7590497202381346,0.8426666666666667,0.6991150442477876
C,5000,0.25,1250,0.7355431348839753,0.7448888888888889,0.7030201342281879
C,5000,0.5,2500,0.7576300704806688,0.7457777777777778,0.7366110623353819
C,5000,0.75,3750,0.7706096746853419,0.7208888888888889,0.773854961832061
C,5000,1.0,5000,0.770133904616044,0.7493333333333333,0.7553763440860215
C,5000,1.5,7500,0.7620174131570793,0.7768888888888889,0.7283333333333334
C,5000,2.0,10000,0.7791619675721617,0.7697777777777778,0.7589833479404031
C,5000,3.0,15000,0.7967231250944036,0.7964444444444444,0.7730802415875755
C,5000,4.0,20000,0.7975888411199694,0.7991111111111111,0.7730008598452278
C,5000,5.0,25000,0.8003713338919193,0.7297777777777777,0.8259557344064387
C,5000,6.0,30000,0.8010796207362352,0.728,0.8289473684210527
C,5000,7.0,35000,0.7971943437214712,0.7297777777777777,0.8193612774451098
C,5000,8.0,40000,0.8005395916600861,0.7333333333333333,0.8233532934131736
C,5000,9.0,45000,0.806420940537941,0.7493333333333333,0.8224390243902439
C,5000,10.0,50000,0.8138876614243312,0.8266666666666667,0.7841483979763912
