tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,1000,0.25,0,0.6469235241808604,0.6,0.627906976744186
B,1000,0.25,0,0.5542968802613044,0.4231111111111111,0.54337899543379
C,1000,0.25,250,0.6589667192286774,0.6195555555555555,0.6388634280476627
C,1000,0.5,500,0.6553167813463462,0.6417777777777778,0.6261925411968777
C,1000,0.75,750,0.6531603527315704,0.6284444444444445,0.6273291925465838
C,1000,1.0,1000,0.648206332580429,0.6551111111111111,0.6131447587354409
C,1000,1.5,1500,0.626180510075268,0.6728888888888889,0.5836545875096376
C,1000,2.0,2000,0.6819353624303333,0.6551111111111111,0.6598030438675022
C,1000,3.0,3000,0.6907570870819895,0.6435555555555555,0.6785379568884724
C,1000,4.0,4000,0.7047014812630675,0.7395555555555555,0.6624203821656051
C,1000,5.0,5000,0.7075796420263021,0.7422222222222222,0.6653386454183267
C,1000,6.0,6000,0.7088466682727854,0.7466666666666667,0.6656101426307448
C,1000,7.0,7000,0.6979643441732344,0.7217777777777777,0.6590909090909091
C,1000,8.0,8000,0.7298109010011123,0.7653333333333333,0.6871508379888268
C,1000,9.0,9000,0.7289825362744267,0.7395555555555555,0.6956521739130435
C,1000,10.0,10000,0.7361786360630989,0.7564444444444445,0.6992604765817584
