tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,7500,0.25,0,0.7433428430674314,0.688,0.7449470644850819
B,7500,0.25,0,0.7484554726463023,0.8062222222222222,0.6976923076923077
C,7500,0.25,1875,0.7624373515861812,0.7244444444444444,0.7567316620241411
C,7500,0.5,3750,0.7719876349393886,0.7573333333333333,0.7539823008849558
C,7500,0.75,5625,0.7736959476871701,0.7608888888888888,0.7548500881834215
C,7500,1.0,7500,0.7745566119887424,0.7502222222222222,0.7624209575429087
C,7500,1.5,11250,0.7885610090208961,0.8151111111111111,0.7504091653027823
C,7500,2.0,15000,0.7970645252790698,0.7937777777777778,0.7751736111111112
C,7500,3.0,22500,0.8000673451062557,0.8017777777777778,0.7755803955288049
C,7500,4.0,30000,0.8061573571402927,0.8035555555555556,0.7847222222222222
C,7500,5.0,37500,0.8110920398246497,0.8293333333333334,0.7781484570475397
C,7500,6.0,45000,0.8137856517177318,0.7537777777777778,0.8338249754178958
C,7500,7.0,52500,0.8128762449788147,0.7511111111111111,0.8341559723593287
C,7500,8.0,60000,0.8057493943542928,0.7342222222222222,0.8335015136226034
C,7500,9.0,67500,0.8073822717355628,0.7351111111111112,0.8361981799797775
C,7500,10.0,75000,0.8138098464951306,0.8222222222222222,0.7865646258503401
