y_pred,y_true
0.05473441,0
0.008050472,0
0.99711555,1
0.97808886,1
0.33967942,1
0.9966766,1
0.08226013,0
0.9997489,1
0.99797165,1
0.01506114,0
0.024116516,0
0.7033272,0
0.99434173,1
0.008857071,0
0.88114965,1
0.99882793,1
0.9931412,0
0.29530233,0
0.0019325614,0
0.0017824471,0
0.0033520758,1
0.9996119,1
0.004212022,0
0.98277634,1
0.005750805,0
0.24289271,0
0.99664015,1
0.8337643,1
0.9997926,1
0.001426965,0
0.00188151,0
0.9995125,1
0.42988402,1
0.32738894,0
0.008867621,0
0.97268796,1
0.58401203,0
0.99791145,1
0.99451315,1
0.6246125,1
0.99271643,1
0.9553503,1
0.99927914,1
0.046248436,0
0.9993435,1
0.98979473,1
0.011576891,0
0.9992445,1
0.25826502,0
0.0016631782,0
0.98252,1
0.00248155,0
0.00048059225,0
0.9994826,1
0.9985237,1
0.99837893,1
0.9785975,1
0.83628696,1
0.9802395,1
0.016023487,0
0.0047219098,0
0.9974358,1
0.9995829,1
0.92159915,1
0.9970279,1
0.9852979,1
0.99868774,1
0.9937554,1
0.9994855,1
0.9987842,1
0.9980588,1
0.00034871697,0
0.0064333975,0
0.0074496567,0
0.41733092,0
0.0029236674,0
0.028344661,0
0.009502947,0
0.99948156,1
0.00528419,0
0.13702226,0
0.0010008514,0
0.14780527,0
0.989949,1
0.99969584,1
0.9998057,1
0.9973838,1
0.9989241,1
0.42710543,1
0.96724075,1
0.0022877455,0
0.035855472,0
0.051156223,0
0.9984311,1
0.99973917,1
0.7401329,1
0.027452528,0
0.024452776,0
0.99692476,1
0.99929076,1
0.9958972,1
0.9991838,1
0.99747574,1
0.27789938,1
0.99422014,0
0.99554515,1
0.9897754,1
0.60435545,1
0.9993148,1
0.999604,1
0.9998294,1
0.99584246,1
0.27850825,1
0.9975235,1
0.91630083,1
0.9495313,1
0.14545119,0
0.99871284,1
0.9993681,1
0.16358581,0
0.93274486,1
0.007547915,0
0.9996364,1
0.8615644,1
0.9996676,1
0.000913769,0
0.50939965,1
0.0669097,0
0.013476074,0
0.0118640065,0
0.012217402,0
0.005588323,0
0.9996644,1
0.017587692,0
0.017720252,0
0.99967146,1
0.0015516877,0
0.93137777,1
0.002153486,0
0.9993162,1
0.3142065,1
0.0069069862,0
0.9989017,1
0.0008183718,0
0.13702226,1
0.0050515234,0
0.9990308,1
0.99944854,1
0.03220558,0
0.99450517,1
0.9987693,1
0.997542,1
0.053245693,1
0.023058593,1
0.9984863,1
0.9994844,1
0.9994392,1
0.99922913,1
0.99952906,1
0.998535,1
0.99906147,1
0.99321675,1
0.9998236,1
0.9973839,1
0.0014747381,0
0.99893403,1
0.96445346,1
0.99258536,0
0.9991354,1
0.9988411,1
0.009795189,1
0.0006008446,0
0.99431574,1
0.0016693175,0
0.00048276782,0
0.9992677,1
0.9992132,1
0.30396312,0
0.9326899,1
0.98815036,1
0.0005956888,0
0.18809047,0
0.0020531714,0
0.99975187,1
0.51602614,0
0.9830497,1
0.99819887,1
0.8353108,1
0.0005643368,0
0.9972368,1
0.018558145,1
0.0028106272,0
0.25308526,1
0.99923575,1
0.8341931,1
0.9940038,1
0.9897263,1
0.001349926,0
0.7166659,1
0.0072253644,0
0.0017337203,0
0.07141924,1
0.9380772,1
0.9701446,1
0.9958216,1
0.99636877,1
0.13844582,0
0.96743244,1
0.99979985,1
0.9989526,1
0.00028952956,0
0.0007211566,0
0.39885455,1
0.99873704,1
0.027537346,0
0.00096803904,0
0.9916719,1
0.63163143,1
0.9959929,1
0.17602146,0
