tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,1000,0.25,0,0.6733363515082045,0.8043775649794802,0.6861143523920653
B,1000,0.25,0,0.546607056214043,0.454172366621067,0.6275992438563327
C,1000,0.25,250,0.6505019037729318,0.6087551299589603,0.7189014539579968
C,1000,0.5,500,0.5400919099168929,0.5690834473324213,0.5925925925925926
C,1000,0.75,750,0.6400507827538476,0.707250341997264,0.6731770833333334
C,1000,1.0,1000,0.6517101551480959,0.6580027359781122,0.7001455604075691
C,1000,1.5,1500,0.5935900282920105,0.5540355677154583,0.6596091205211726
C,1000,2.0,2000,0.6362692452909342,0.6689466484268126,0.6782246879334258
C,1000,3.0,3000,0.6239560829376514,0.6484268125854993,0.6694915254237288
C,1000,4.0,4000,0.6058399502577849,0.7154582763337893,0.6393643031784841
C,1000,5.0,5000,0.600920654236748,0.7482900136798906,0.6323699421965318
C,1000,6.0,6000,0.6136979154589932,0.6210670314637483,0.664714494875549
C,1000,7.0,7000,0.6082743922431963,0.66484268125855,0.6488651535380507
C,1000,8.0,8000,0.6049613471790263,0.6785225718194254,0.6433203631647212
C,1000,9.0,9000,0.6094670950812213,0.6238030095759234,0.6589595375722543
C,1000,10.0,10000,0.6071411999303368,0.7496580027359782,0.6372093023255814
