tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,11852,0.25,0,0.7194503091182791,0.79890560875513,0.7327478042659975
B,11852,0.25,0,0.5829452427698946,0.6073871409028728,0.6324786324786325
C,11852,0.25,2963,0.7165181454216712,0.8248974008207934,0.7221556886227545
C,11852,0.5,5926,0.6992050803507023,0.8290013679890561,0.7046511627906977
C,11852,0.75,8889,0.6916945686573628,0.7934336525307798,0.7055961070559611
C,11852,1.0,11852,0.6887193811774817,0.7961696306429549,0.7020506634499397
C,11852,1.5,17778,0.6795401671069284,0.7140902872777017,0.7150684931506849
C,11852,2.0,23704,0.6654825138064405,0.7387140902872777,0.6923076923076923
C,11852,3.0,35556,0.6619384893283262,0.7606019151846786,0.6838868388683886
C,11852,4.0,47408,0.6357972976126578,0.6744186046511628,0.6762688614540466
C,11852,5.0,59260,0.6289380666974028,0.6580027359781122,0.6727272727272727
C,11852,6.0,71112,0.626687103282848,0.5978112175102599,0.6892744479495269
C,11852,7.0,82964,0.6193055245434294,0.5827633378932968,0.684887459807074
C,11852,8.0,94816,0.6150678896629671,0.7756497948016415,0.6414027149321267
C,11852,9.0,106668,0.6151702393051834,0.5909712722298222,0.676056338028169
C,11852,10.0,118520,0.6161966130233463,0.6046511627906976,0.6727549467275494
