tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,2500,0.25,0,0.6911669674955622,0.7975376196990424,0.7041062801932367
B,2500,0.25,0,0.5874725921426064,0.6908344733242134,0.6257744733581165
C,2500,0.25,625,0.6666612485254915,0.6771545827633378,0.7122302158273381
C,2500,0.5,1250,0.6776745983418427,0.7264021887824897,0.7089452603471295
C,2500,0.75,1875,0.6671099877161486,0.746922024623803,0.6920152091254753
C,2500,1.0,2500,0.6711533928368755,0.6949384404924761,0.711484593837535
C,2500,1.5,3750,0.6630738004176007,0.6935704514363885,0.7022160664819944
C,2500,2.0,5000,0.6542769136806623,0.7168262653898769,0.6858638743455497
C,2500,3.0,7500,0.6456003369345491,0.7455540355677155,0.6711822660098522
C,2500,4.0,10000,0.6384619955316824,0.7400820793433652,0.6654366543665436
C,2500,5.0,12500,0.6278667577075616,0.7455540355677155,0.6550480769230769
C,2500,6.0,15000,0.6164588177270486,0.6826265389876881,0.653997378768021
C,2500,7.0,17500,0.6174883942387811,0.7264021887824897,0.6483516483516484
C,2500,8.0,20000,0.604452859754505,0.707250341997264,0.6390605686032138
C,2500,9.0,22500,0.6030344177420052,0.6990424076607387,0.63875
C,2500,10.0,25000,0.5998420029168693,0.8043775649794802,0.6288770053475936
