type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
B,500,1,-1.0,500,0.4848291525250721,0.24519230769230768,0.5666666666666667
B,500,2,-1.0,500,0.4539786832919568,0.7067307692307693,0.4916387959866221
B,500,3,-1.0,500,0.33116883116883117,0.0,0.0
A,500,1,0.0,0,0.33548387096774196,1.0,0.5048543689320388
A,500,2,0.0,0,0.33548387096774196,1.0,0.5048543689320388
A,500,3,0.0,0,0.33116883116883117,0.0,0.0
C,500,1,0.25,125,0.33548387096774196,1.0,0.5048543689320388
C,500,2,0.25,125,0.33548387096774196,1.0,0.5048543689320388
C,500,3,0.25,125,0.3988394219971893,0.8173076923076923,0.4871060171919771
C,500,1,0.5,250,0.33548387096774196,1.0,0.5048543689320388
C,500,2,0.5,250,0.33548387096774196,1.0,0.5048543689320388
C,500,3,0.5,250,0.33548387096774196,1.0,0.5048543689320388
C,500,1,0.75,375,0.3409038969226526,1.0,0.5060827250608273
C,500,2,0.75,375,0.33548387096774196,1.0,0.5048543689320388
C,500,3,0.75,375,0.33548387096774196,1.0,0.5048543689320388
C,500,1,1.0,500,0.3409038969226526,1.0,0.5060827250608273
C,500,2,1.0,500,0.33548387096774196,1.0,0.5048543689320388
C,500,3,1.0,500,0.33548387096774196,1.0,0.5048543689320388
C,500,1,1.5,750,0.3409038969226526,1.0,0.5060827250608273
C,500,2,1.5,750,0.33548387096774196,1.0,0.5048543689320388
C,500,3,1.5,750,0.3409038969226526,1.0,0.5060827250608273
C,500,1,2.0,1000,0.33548387096774196,1.0,0.5048543689320388
C,500,2,2.0,1000,0.33548387096774196,1.0,0.5048543689320388
C,500,3,2.0,1000,0.33548387096774196,1.0,0.5048543689320388
C,500,1,3.0,1500,0.33548387096774196,1.0,0.5048543689320388
C,500,2,3.0,1500,0.33548387096774196,1.0,0.5048543689320388
C,500,3,3.0,1500,0.33548387096774196,1.0,0.5048543689320388
C,500,1,4.0,2000,0.3409038969226526,1.0,0.5060827250608273
C,500,2,4.0,2000,0.4235332451651237,0.7403846153846154,0.4827586206896552
C,500,3,4.0,2000,0.367333643555142,1.0,0.5123152709359606
C,500,1,5.0,2500,0.33548387096774196,1.0,0.5048543689320388
C,500,2,5.0,2500,0.33548387096774196,1.0,0.5048543689320388
C,500,3,5.0,2500,0.33548387096774196,1.0,0.5048543689320388
C,500,1,6.0,3000,0.33548387096774196,1.0,0.5048543689320388
C,500,2,6.0,3000,0.33548387096774196,1.0,0.5048543689320388
C,500,3,6.0,3000,0.33548387096774196,1.0,0.5048543689320388
C,500,1,7.0,3500,0.3568931068931069,1.0,0.5098039215686274
C,500,2,7.0,3500,0.33548387096774196,1.0,0.5048543689320388
C,500,3,7.0,3500,0.33548387096774196,1.0,0.5048543689320388
C,500,1,8.0,4000,0.3409038969226526,1.0,0.5060827250608273
C,500,2,8.0,4000,0.3409038969226526,1.0,0.5060827250608273
C,500,3,8.0,4000,0.33548387096774196,1.0,0.5048543689320388
C,500,1,9.0,4500,0.3409038969226526,1.0,0.5060827250608273
