tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,10981,0.25,0,0.6883528395723517,0.5817307692307693,0.7515527950310559
B,10981,0.25,0,0.5559851864431135,0.9038461538461539,0.5645645645645646
C,10981,0.25,2745,0.676755997852748,0.6346153846153846,0.6984126984126984
C,10981,0.5,5490,0.6697784064120698,0.6442307692307693,0.6836734693877551
C,10981,0.75,8235,0.6698717948717949,0.6538461538461539,0.68
C,10981,1.0,10981,0.6722818305552118,0.6538461538461539,0.6834170854271356
C,10981,1.5,16471,0.6818120184173136,0.7019230769230769,0.6790697674418604
C,10981,2.0,21962,0.6796116504854369,0.6730769230769231,0.6862745098039216
C,10981,3.0,32943,0.6887262424743241,0.7259615384615384,0.6801801801801802
C,10981,4.0,43924,0.6897571966440366,0.7644230769230769,0.6708860759493671
C,10981,5.0,54905,0.695480697023989,0.75,0.6812227074235808
C,10981,6.0,65886,0.695480697023989,0.75,0.6812227074235808
C,10981,7.0,76867,0.6895068211893021,0.7692307692307693,0.6694560669456067
C,10981,8.0,87848,0.6920777279521675,0.7692307692307693,0.6722689075630253
C,10981,9.0,98829,0.6869300911854103,0.7692307692307693,0.6666666666666666
C,10981,10.0,109810,0.6943964775485256,0.7740384615384616,0.6736401673640168
