tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,1000,0.25,0,0.49534284328986655,0.8028846153846154,0.5251572327044025
B,1000,0.25,0,0.3971319871232075,0.9807692307692307,0.5164556962025316
C,1000,0.25,250,0.45325738551683303,0.8846153846153846,0.5183098591549296
C,1000,0.5,500,0.4746590787071835,0.8798076923076923,0.5258620689655172
C,1000,0.75,750,0.4950980392156862,0.8846153846153846,0.5348837209302325
C,1000,1.0,1000,0.46849952416199636,0.9519230769230769,0.5336927223719676
C,1000,1.5,1500,0.5471741771273211,0.8653846153846154,0.5572755417956656
C,1000,2.0,2000,0.5591041619941688,0.8701923076923077,0.5638629283489096
C,1000,3.0,3000,0.5077193100887704,0.9182692307692307,0.5441595441595442
C,1000,4.0,4000,0.6227759768379897,0.8509615384615384,0.6020408163265306
C,1000,5.0,5000,0.5663714542420741,0.8798076923076923,0.5683229813664596
C,1000,6.0,6000,0.6249047769458018,0.8557692307692307,0.6033898305084746
C,1000,7.0,7000,0.6038834951456311,0.8701923076923077,0.5895765472312704
C,1000,8.0,8000,0.6506782945736433,0.8173076923076923,0.625
C,1000,9.0,9000,0.6360691939639308,0.8413461538461539,0.6118881118881119
C,1000,10.0,10000,0.6201534934715439,0.8653846153846154,0.6
