tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,500,0.25,0,0.33548387096774196,1.0,0.5048543689320388
B,500,0.25,0,0.4146861218811969,0.9759615384615384,0.5205128205128206
C,500,0.25,125,0.33548387096774196,1.0,0.5048543689320388
C,500,0.5,250,0.33548387096774196,1.0,0.5048543689320388
C,500,0.75,375,0.3344103392568659,0.9951923076923077,0.5036496350364964
C,500,1.0,500,0.33980582524271846,0.9951923076923077,0.5048780487804878
C,500,1.5,750,0.3344103392568659,0.9951923076923077,0.5036496350364964
C,500,2.0,1000,0.390065214585595,0.9903846153846154,0.5162907268170426
C,500,3.0,1500,0.390065214585595,0.9903846153846154,0.5162907268170426
C,500,4.0,2000,0.39363749575455675,0.9855769230769231,0.5163727959697733
C,500,5.0,2500,0.4033152487937387,0.9855769230769231,0.5189873417721519
C,500,6.0,3000,0.4726418544462261,0.9519230769230769,0.5351351351351351
C,500,7.0,3500,0.4617591093692312,0.9567307692307693,0.5320855614973262
C,500,8.0,4000,0.43452212370100873,0.9663461538461539,0.5248041775456919
C,500,9.0,4500,0.4505406258066367,0.9615384615384616,0.5291005291005291
C,500,10.0,5000,0.5225828058541813,0.9182692307692307,0.5504322766570605
