tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,2500,0.25,0,0.5912698412698413,0.6346153846153846,0.5892857142857143
B,2500,0.25,0,0.4969474969474969,0.9519230769230769,0.5439560439560439
C,2500,0.25,625,0.5991524159130928,0.7115384615384616,0.5896414342629482
C,2500,0.5,1250,0.6132144979203803,0.7019230769230769,0.6033057851239669
C,2500,0.75,1875,0.6131548536209553,0.7596153846153846,0.5984848484848485
C,2500,1.0,2500,0.6420884673344561,0.6923076923076923,0.6343612334801763
C,2500,1.5,3750,0.6456760630673675,0.7596153846153846,0.626984126984127
C,2500,2.0,5000,0.6501877496352635,0.7692307692307693,0.6299212598425197
C,2500,3.0,7500,0.6539980344858394,0.7548076923076923,0.6356275303643725
C,2500,4.0,10000,0.6510886212799183,0.7884615384615384,0.6283524904214559
C,2500,5.0,12500,0.6569443196453708,0.7836538461538461,0.6342412451361867
C,2500,6.0,15000,0.6725527808154509,0.7884615384615384,0.6482213438735178
C,2500,7.0,17500,0.6681812717874744,0.8076923076923077,0.6412213740458015
C,2500,8.0,20000,0.6791639668772997,0.7692307692307693,0.6584362139917695
C,2500,9.0,22500,0.6735811005473927,0.8076923076923077,0.6461538461538462
C,2500,10.0,25000,0.6766885314643425,0.8028846153846154,0.6498054474708171
