tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,5000,0.25,0,0.6382450867733286,0.6490384615384616,0.6398104265402843
B,5000,0.25,0,0.5336728919071874,0.9375,0.5571428571428572
C,5000,0.25,1250,0.6348812477844736,0.6826923076923077,0.6283185840707964
C,5000,0.5,2500,0.6298117847347016,0.6826923076923077,0.6228070175438597
C,5000,0.75,3750,0.6504772004241781,0.6490384615384616,0.6553398058252428
C,5000,1.0,5000,0.6546806752449534,0.6923076923076923,0.6486486486486487
C,5000,1.5,7500,0.6523826500297089,0.7403846153846154,0.6363636363636364
C,5000,2.0,10000,0.6647720861172979,0.75,0.6473029045643154
C,5000,3.0,15000,0.648336168561793,0.7596153846153846,0.6294820717131474
C,5000,4.0,20000,0.687434803224277,0.7596153846153846,0.6694915254237288
C,5000,5.0,25000,0.6801242236024845,0.7932692307692307,0.6547619047619048
C,5000,6.0,30000,0.6906464530892448,0.7932692307692307,0.6653225806451613
C,5000,7.0,35000,0.6824008174826555,0.7980769230769231,0.6561264822134387
C,5000,8.0,40000,0.6869506949139359,0.8076923076923077,0.6588235294117647
C,5000,9.0,45000,0.689603214465093,0.8076923076923077,0.6614173228346457
C,5000,10.0,50000,0.6812120994007882,0.8125,0.6525096525096525
