tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,5000,0.25,0,0.6993106343954298,0.7795555555555556,0.64532744665195
B,5000,0.25,0,0.6442397512359985,0.9493333333333334,0.5823336968375137
C,5000,0.25,1250,0.71504297916548,0.7884444444444444,0.6614466815809098
C,5000,0.5,2500,0.7081646533677617,0.8026666666666666,0.6501079913606912
C,5000,0.75,3750,0.7207189943277632,0.8035555555555556,0.6642174871418075
C,5000,1.0,5000,0.7164855687145258,0.8071111111111111,0.6584481508339376
C,5000,1.5,7500,0.7349945475131587,0.8293333333333334,0.6741329479768786
C,5000,2.0,10000,0.7528389433839391,0.8391111111111111,0.6925898752751284
C,5000,3.0,15000,0.7730898362352261,0.8533333333333334,0.7132243684992571
C,5000,4.0,20000,0.7883678655649984,0.8622222222222222,0.7298720842738902
C,5000,5.0,25000,0.7805086123604525,0.8604444444444445,0.7202380952380952
C,5000,6.0,30000,0.7792638828983525,0.8604444444444445,0.718634001484781
C,5000,7.0,35000,0.7854799341679808,0.8604444444444445,0.7267267267267268
C,5000,8.0,40000,0.7846143803814956,0.8666666666666667,0.723293768545994
C,5000,9.0,45000,0.8015587456812623,0.8595555555555555,0.7490317583268784
C,5000,10.0,50000,0.7932876699324067,0.872,0.7326362957430919
