tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,500,0.25,0,0.49249996340332713,0.9466666666666667,0.5061787072243346
B,500,0.25,0,0.37733289544504955,0.03288888888888889,0.5068493150684932
C,500,0.25,125,0.6298889620394063,0.7164444444444444,0.5819494584837546
C,500,0.5,250,0.5692121300182051,0.8737777777777778,0.5351115949918345
C,500,0.75,375,0.6347611075836939,0.6328888888888888,0.6013513513513513
C,500,1.0,500,0.6300356049103296,0.6515555555555556,0.5916061339790153
C,500,1.5,750,0.6200237554261174,0.72,0.5720338983050848
C,500,2.0,1000,0.6230717817748028,0.6995555555555556,0.5769794721407625
C,500,3.0,1500,0.6189140442211449,0.7626666666666667,0.5682119205298013
C,500,4.0,2000,0.6541359399197737,0.6942222222222222,0.6115896632732968
C,500,5.0,2500,0.6383489547934074,0.7137777777777777,0.5908756438557763
C,500,6.0,3000,0.6703647158608991,0.6924444444444444,0.6317923763179237
C,500,7.0,3500,0.6920618563524548,0.7084444444444444,0.6554276315789473
C,500,8.0,4000,0.6619971569380694,0.7111111111111111,0.6172839506172839
C,500,9.0,4500,0.6701360414236226,0.7422222222222222,0.6203566121842496
C,500,10.0,5000,0.6867014970275549,0.7431111111111111,0.6391437308868502
