type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
B,500,4,-1.0,500,0.46409261772537064,0.6675555555555556,0.45460048426150124
B,500,5,-1.0,500,0.31654473832301633,1.0,0.4631535611362701
B,500,6,-1.0,500,0.3506632469638556,0.0026666666666666666,0.25
A,500,4,0.0,0,0.5167856509973044,0.8204444444444444,0.5021762785636561
A,500,5,0.0,0,0.31654473832301633,1.0,0.4631535611362701
A,500,6,0.0,0,0.5265852579815744,0.28355555555555556,0.5768535262206148
C,500,4,0.25,125,0.5949949661769935,0.76,0.5487804878048781
C,500,5,0.25,125,0.31654473832301633,1.0,0.4631535611362701
C,500,6,0.25,125,0.5501888279708349,0.8826666666666667,0.5253968253968254
C,500,4,0.5,250,0.5135526474928902,0.8257777777777778,0.5010787486515642
C,500,5,0.5,250,0.611689096579018,0.6444444444444445,0.5717665615141956
C,500,6,0.5,250,0.6247895521201126,0.6968888888888889,0.5790251107828656
C,500,4,0.75,375,0.5916279937215738,0.7084444444444444,0.5470144131777626
C,500,5,0.75,375,0.31654473832301633,1.0,0.4631535611362701
C,500,6,0.75,375,0.6213035228214465,0.6382222222222222,0.583739837398374
C,500,4,1.0,500,0.5518475193185258,0.7902222222222223,0.5195791934541204
C,500,5,1.0,500,0.4383323646499303,0.9457777777777778,0.4865112025605853
C,500,6,1.0,500,0.5473064708733971,0.8337777777777777,0.5199556541019955
C,500,4,1.5,750,0.4828282464013364,0.8444444444444444,0.4886831275720165
C,500,5,1.5,750,0.31654473832301633,1.0,0.4631535611362701
C,500,6,1.5,750,0.6239041466897204,0.7315555555555555,0.5747206703910615
C,500,4,2.0,1000,0.5833141529106399,0.7777777777777778,0.5401234567901234
C,500,5,2.0,1000,0.6134226480285256,0.7128888888888889,0.5663841807909604
C,500,6,2.0,1000,0.5743525337755451,0.8097777777777778,0.5349383440986495
C,500,4,3.0,1500,0.6117205096082097,0.7706666666666667,0.5618924173687622
C,500,5,3.0,1500,0.5408478314138692,0.8666666666666667,0.5191693290734825
C,500,6,3.0,1500,0.6137163716243512,0.7608888888888888,0.5638998682476943
C,500,4,4.0,2000,0.6340047711662238,0.6862222222222222,0.5902140672782875
C,500,5,4.0,2000,0.6064641471870387,0.7804444444444445,0.5574603174603174
C,500,6,4.0,2000,0.6236234882890934,0.7484444444444445,0.5731790333560245
C,500,4,5.0,2500,0.6539881345653704,0.6808888888888889,0.6142742582197274
C,500,5,5.0,2500,0.6442844997199912,0.7022222222222222,0.5989385898407885
C,500,6,5.0,2500,0.6225280111222372,0.744,0.5725034199726402
C,500,4,6.0,3000,0.6658857909970327,0.6906666666666667,0.6266129032258064
C,500,5,6.0,3000,0.6630873735044358,0.6933333333333334,0.6225059856344772
C,500,6,6.0,3000,0.6630503500886584,0.6906666666666667,0.6230954290296712
