tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,11852,0.25,0,0.7647669043439587,0.8372093023255814,0.769811320754717
B,11852,0.25,0,0.5345631891433418,0.3228454172366621,0.7129909365558912
C,11852,0.25,2963,0.7720712893108417,0.8290013679890561,0.7819354838709678
C,11852,0.5,5926,0.7656583629893239,0.826265389876881,0.7753530166880617
C,11852,0.75,8889,0.7572870526127995,0.8166894664842681,0.7693298969072165
C,11852,1.0,11852,0.7525230837199028,0.813953488372093,0.7647814910025706
C,11852,1.5,17778,0.7436677989901408,0.8002735978112175,0.7597402597402597
C,11852,2.0,23704,0.7408274610544178,0.8043775649794802,0.754813863928113
C,11852,3.0,35556,0.7342141080396114,0.7838577291381669,0.7549407114624506
C,11852,4.0,47408,0.7168377434849522,0.7633378932968536,0.7420212765957447
C,11852,5.0,59260,0.7136755733221123,0.7510259917920656,0.7428958051420839
C,11852,6.0,71112,0.7081296234898281,0.7482900136798906,0.7371967654986523
C,11852,7.0,82964,0.7050491973525176,0.7455540355677155,0.7345013477088949
C,11852,8.0,94816,0.6904433997921193,0.7674418604651163,0.7110266159695817
C,11852,9.0,106668,0.6991931311266799,0.7250341997264022,0.7350901525658807
C,11852,10.0,118520,0.7023555452003729,0.7264021887824897,0.7385257301808067
