tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,5000,0.25,0,0.7151518752673862,0.8071135430916553,0.7257072570725708
B,5000,0.25,0,0.5297785940186097,0.35020519835841313,0.6632124352331606
C,5000,0.25,1250,0.7508689792154359,0.8235294117647058,0.7591424968474149
C,5000,0.5,2500,0.7427003410059676,0.8207934336525308,0.7509386733416771
C,5000,0.75,3750,0.7435979011847385,0.8290013679890561,0.7490729295426453
C,5000,1.0,5000,0.7421703700891289,0.826265389876881,0.748451053283767
C,5000,1.5,7500,0.7342514667635857,0.8030095759233926,0.7477707006369426
C,5000,2.0,10000,0.7366442810500888,0.8043775649794802,0.75
C,5000,3.0,15000,0.7260892993883474,0.8002735978112175,0.7395701643489254
C,5000,4.0,20000,0.7156709062749331,0.7674418604651163,0.7391304347826086
C,5000,5.0,25000,0.7130583198840648,0.7482900136798906,0.7432065217391305
C,5000,6.0,30000,0.7050491973525176,0.7455540355677155,0.7345013477088949
C,5000,7.0,35000,0.7003185095275003,0.7428180574555403,0.7298387096774194
C,5000,8.0,40000,0.7018762689318803,0.7332421340629275,0.7352537722908093
C,5000,9.0,45000,0.6874790619765494,0.7058823529411765,0.7277856135401974
C,5000,10.0,50000,0.6886313217654676,0.7004103967168263,0.7314285714285714
