tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,500,0.25,0,0.35693359374999994,1.0,0.5550493545937737
B,500,0.25,0,0.3752921669022334,0.06703146374829001,0.8596491228070176
C,500,0.25,125,0.5828028005050091,0.8837209302325582,0.6187739463601533
C,500,0.5,250,0.5932963110919546,0.8946648426812586,0.6246418338108882
C,500,0.75,375,0.5583017532605625,0.9466484268125855,0.6102292768959435
C,500,1.0,500,0.557811912386961,0.9425444596443229,0.6097345132743363
C,500,1.5,750,0.6248122087319108,0.8768809849521204,0.6429287863590772
C,500,2.0,1000,0.6443580597352357,0.8645690834473324,0.656282450674974
C,500,3.0,1500,0.6483201120654883,0.8604651162790697,0.6593291404612159
C,500,4.0,2000,0.6198590597045974,0.9001367989056087,0.6394557823129252
C,500,5.0,2500,0.6299838244503722,0.8768809849521204,0.6461693548387096
C,500,6.0,3000,0.6574349968982176,0.8221614227086184,0.6700111482720178
C,500,7.0,3500,0.6418355283970762,0.8290013679890561,0.6572668112798264
C,500,8.0,4000,0.6440280517203594,0.8043775649794802,0.6614173228346457
C,500,9.0,4500,0.6471744694531112,0.719562243502052,0.6778350515463918
C,500,10.0,5000,0.638881272278585,0.7551299589603283,0.6634615384615384
