tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,7500,0.25,0,0.7434614671968757,0.8303693570451436,0.7484586929716399
B,7500,0.25,0,0.5986202310697364,0.5704514363885089,0.6608557844690967
C,7500,0.25,1875,0.750151443246754,0.8221614227086184,0.7588383838383839
C,7500,0.5,3750,0.7544027771159714,0.811217510259918,0.7681347150259067
C,7500,0.75,5625,0.7530670961257578,0.8071135430916553,0.7682291666666666
C,7500,1.0,7500,0.7463605355361163,0.7441860465116279,0.7895500725689405
C,7500,1.5,11250,0.7511920175123882,0.7181942544459644,0.8126934984520123
C,7500,2.0,15000,0.7438549106176686,0.6990424076607387,0.8136942675159236
C,7500,3.0,22500,0.7330596166213685,0.7660738714090287,0.7608695652173914
C,7500,4.0,30000,0.7230209892265219,0.7318741450068399,0.7631954350927247
C,7500,5.0,37500,0.7193787233894318,0.7250341997264022,0.7614942528735632
C,7500,6.0,45000,0.7161354424590345,0.7510259917920656,0.7459239130434783
C,7500,7.0,52500,0.7076920554253854,0.7537619699042407,0.7346666666666667
C,7500,8.0,60000,0.6900379054013028,0.6716826265389877,0.7462006079027356
C,7500,9.0,67500,0.6987489123190957,0.719562243502052,0.7366946778711485
C,7500,10.0,75000,0.6969246861924687,0.7099863201094391,0.7382645803698435
