tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,2500,0.25,0,0.6791566019872766,0.7537619699042407,0.7028061224489796
B,2500,0.25,0,0.6187386981574496,0.6990424076607387,0.6534526854219949
C,2500,0.25,625,0.703528839717981,0.8235294117647058,0.7099056603773585
C,2500,0.5,1250,0.7223007921714818,0.7441860465116279,0.7566063977746871
C,2500,0.75,1875,0.7387207926305774,0.7373461012311902,0.7822931785195936
C,2500,1.0,2500,0.7373085653238001,0.8153214774281806,0.7468671679197995
C,2500,1.5,3750,0.7284377912395152,0.7496580027359782,0.7621696801112656
C,2500,2.0,5000,0.7341769085976859,0.6757865937072504,0.8138385502471169
C,2500,3.0,7500,0.7207511263214893,0.7551299589603283,0.75
C,2500,4.0,10000,0.7153161090105207,0.7510259917920656,0.7449118046132972
C,2500,5.0,12500,0.7091608110716392,0.7058823529411765,0.7565982404692082
C,2500,6.0,15000,0.7002562625054655,0.6922024623803009,0.7507418397626113
C,2500,7.0,17500,0.696275045201284,0.6238030095759234,0.7848537005163512
C,2500,8.0,20000,0.682361290620384,0.640218878248974,0.7512038523274478
C,2500,9.0,22500,0.684462632145012,0.7140902872777017,0.7209944751381215
C,2500,10.0,25000,0.6667510121457491,0.6990424076607387,0.7048275862068966
