tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,500,0.25,0,0.33548387096774196,1.0,0.5048543689320388
B,500,0.25,0,0.4848291525250721,0.24519230769230768,0.5666666666666667
C,500,0.25,125,0.33548387096774196,1.0,0.5048543689320388
C,500,0.5,250,0.33548387096774196,1.0,0.5048543689320388
C,500,0.75,375,0.3409038969226526,1.0,0.5060827250608273
C,500,1.0,500,0.3409038969226526,1.0,0.5060827250608273
C,500,1.5,750,0.3409038969226526,1.0,0.5060827250608273
C,500,2.0,1000,0.33548387096774196,1.0,0.5048543689320388
C,500,3.0,1500,0.33548387096774196,1.0,0.5048543689320388
C,500,4.0,2000,0.3409038969226526,1.0,0.5060827250608273
C,500,5.0,2500,0.33548387096774196,1.0,0.5048543689320388
C,500,6.0,3000,0.33548387096774196,1.0,0.5048543689320388
C,500,7.0,3500,0.3568931068931069,1.0,0.5098039215686274
C,500,8.0,4000,0.3409038969226526,1.0,0.5060827250608273
C,500,9.0,4500,0.3409038969226526,1.0,0.5060827250608273
C,500,10.0,5000,0.33548387096774196,1.0,0.5048543689320388
