tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,500,0.25,0,0.5293145357316481,0.7115384615384616,0.5362318840579711
B,500,0.25,0,0.5750143266475645,0.42788461538461536,0.6312056737588653
C,500,0.25,125,0.5656582407429342,0.6346153846153846,0.5641025641025641
C,500,0.5,250,0.615120520281085,0.5144230769230769,0.656441717791411
C,500,0.75,375,0.6103281944575807,0.5480769230769231,0.6333333333333333
C,500,1.0,500,0.5775137392158669,0.3894230769230769,0.6694214876033058
C,500,1.5,750,0.610772284805434,0.49038461538461536,0.6623376623376623
C,500,2.0,1000,0.6406412069778407,0.6153846153846154,0.6530612244897959
C,500,3.0,1500,0.6620459709067305,0.6153846153846154,0.6844919786096256
C,500,4.0,2000,0.6838899944853383,0.5528846153846154,0.7666666666666667
C,500,5.0,2500,0.6758341091324063,0.5384615384615384,0.7619047619047619
C,500,6.0,3000,0.6768627450980391,0.6394230769230769,0.6963350785340314
C,500,7.0,3500,0.6663967611336032,0.47596153846153844,0.8114754098360656
C,500,8.0,4000,0.6805909104782835,0.5,0.8188976377952756
C,500,9.0,4500,0.6795333009236753,0.5096153846153846,0.803030303030303
C,500,10.0,5000,0.6856209748802001,0.5048076923076923,0.8267716535433071
