y_pred,y_true
0.039385557,0
0.032705992,0
0.90543514,1
0.9809054,1
0.12674177,1
0.9965934,1
0.16114286,0
0.99668217,1
0.41355938,1
0.23798603,0
0.06975275,0
0.88496685,0
0.9705126,1
0.019802988,0
0.074108094,1
0.99183005,1
0.10738042,0
0.034016818,0
0.0153648555,0
0.0382742,0
0.08308855,1
0.9967655,1
0.039405674,0
0.97608745,1
0.046467483,0
0.4775847,0
0.9931853,1
0.9953667,1
0.99674547,1
0.016668081,0
0.03939107,0
0.9942101,1
0.42839316,1
0.099155724,0
0.030724704,0
0.7606077,1
0.49114126,0
0.9965249,1
0.8880788,1
0.9480777,1
0.8395755,1
0.9954944,1
0.99636334,1
0.036682308,0
0.99666667,1
0.9966099,1
0.01731798,0
0.9968712,1
0.10008043,0
0.019455165,0
0.9962162,1
0.041381747,0
0.037059277,0
0.99668145,1
0.97531116,1
0.9966548,1
0.99667174,1
0.73009634,1
0.61750966,1
0.061022818,0
0.03265059,0
0.99626887,1
0.9959118,1
0.8655429,1
0.79795474,1
0.9233954,1
0.99662596,1
0.9940161,1
0.9958717,1
0.9936173,1
0.963478,1
0.036499977,0
0.037353307,0
0.046358675,0
0.41934094,0
0.036996394,0
0.066927314,0
0.041920006,0
0.9965419,1
0.03433922,0
0.33513558,0
0.034758866,0
0.75550264,0
0.53613424,1
0.99668765,1
0.99658155,1
0.98765063,1
0.9959462,1
0.93214333,1
0.9928001,1
0.041652173,0
0.91190183,0
0.04253605,0
0.80211604,1
0.99673796,1
0.87867963,1
0.066676795,0
0.042398334,0
0.9933771,1
0.99647135,1
0.9291388,1
0.9967071,1
0.9964477,1
0.8330568,1
0.0741404,0
0.9830097,1
0.9736338,1
0.74258506,1
0.6012593,1
0.99158835,1
0.99668926,1
0.99196965,1
0.9798858,1
0.9715949,1
0.72467136,1
0.9729348,1
0.04332447,0
0.9938948,1
0.9967623,1
0.97782725,0
0.99512637,1
0.032266587,0
0.99575627,1
0.25542468,1
0.99634326,1
0.039025694,0
0.976212,1
0.8747214,0
0.033739954,0
0.036691457,0
0.03758815,0
0.03235522,0
0.99010324,1
0.24749708,0
0.03539267,0
0.99616075,1
0.038822383,0
0.9966022,1
0.031493753,0
0.99261224,1
0.3151176,1
0.05077803,0
0.9950063,1
0.031466335,0
0.037049115,1
0.05124429,0
0.9966706,1
0.99669504,1
0.08692929,0
0.9945018,1
0.9933397,1
0.996351,1
0.4017635,1
0.05432859,1
0.9910211,1
0.9965725,1
0.99580646,1
0.9965142,1
0.99662745,1
0.99673474,1
0.99608636,1
0.99551773,1
0.99595857,1
0.96992743,1
0.04461801,0
0.99670625,1
0.99399924,1
0.9954848,0
0.9959494,1
0.07197806,1
0.03884232,1
0.010007352,0
0.94358695,1
0.036667377,0
0.031597257,0
0.9934348,1
0.99646926,1
0.06542015,0
0.07293245,1
0.98448884,1
0.009989679,0
0.05677536,0
0.046863317,0
0.9965766,1
0.24859864,0
0.9936804,1
0.9916271,1
0.754607,1
0.022692531,0
0.98104715,1
0.29793686,1
0.024487406,0
0.11029738,1
0.9967028,1
0.90141916,1
0.83560336,1
0.9960821,1
0.046664625,0
0.9782525,1
0.035053104,0
0.03957796,0
0.04871705,1
0.9956747,1
0.9955246,1
0.13876039,1
0.9952419,1
0.14757639,0
0.99444056,1
0.9965395,1
0.9467621,1
0.029150307,0
0.034772098,0
0.9775582,1
0.867655,1
0.04340267,0
0.029396057,0
0.9576557,1
0.10155752,1
0.99667794,1
0.96410394,0
0.99630547,1
0.99639934,1
0.9887848,1
0.032342494,0
0.9768013,1
0.99669576,1
0.15734744,1
0.9949192,1
0.043938607,0
0.052711517,0
0.99579394,1
0.036511153,0
0.9962611,1
0.10054585,0
0.05389619,0
0.03536564,0
0.036296397,1
0.9840076,1
0.9964081,1
0.9910299,1
0.9967811,1
0.8070799,1
0.20040861,1
0.013021827,0
0.036959827,0
0.72527504,0
0.06199485,0
0.046209365,0
0.08131024,1
0.9966191,1
0.9227977,1
0.05772966,0
0.034008205,0
0.076927215,1
0.99670327,1
0.12902552,0
0.015334338,0
0.77748895,0
0.04655096,0
0.038333,0
0.103894204,0
0.03803864,0
0.9857725,1
0.9958546,1
0.59981334,1
0.9904978,1
0.9962752,1
0.9953486,1
0.044048905,0
0.037279874,0
0.04964176,0
0.03677064,1
0.102891535,0
0.27222294,1
0.039301187,0
0.03299606,0
0.03811291,0
0.9385495,0
0.99318504,1
0.98251903,1
0.34497866,0
0.88915616,1
0.038220793,0
0.043073773,0
0.039310932,0
0.034624755,0
0.91950226,1
0.996027,1
0.1527982,1
0.1510548,0
0.12891573,0
0.018107831,0
0.040770143,0
0.99225426,1
0.9958719,1
0.039768577,0
0.096595705,0
0.043449253,0
0.045461625,0
0.9887342,1
0.040148735,1
0.7334278,1
0.974622,1
0.08061847,1
0.016784161,0
0.03856203,0
0.040046155,0
0.6445183,1
0.99487984,1
0.014314413,0
0.99558204,1
0.035658836,0
0.04253903,0
0.0075076222,0
0.6895673,0
0.25689366,0
0.04009798,0
0.028403372,0
0.0130980015,0
0.9127332,0
0.056423753,0
0.98592365,1
0.03410107,0
0.03921646,0
0.96940196,0
0.99354,0
0.88152516,1
0.48142186,0
0.1449149,0
0.9852073,1
0.4519536,1
0.038057923,0
0.015823424,0
0.99621814,1
0.03970787,0
0.9879801,1
0.99581397,1
0.35102665,1
0.020078152,0
0.99664867,1
0.98964125,1
0.1536031,0
0.9875356,1
0.9962926,1
0.7586881,1
0.03729984,0
0.6444751,1
0.33006483,1
0.02958572,0
0.03759539,0
0.9962735,1
0.027702779,0
0.04189387,0
0.03381154,0
0.99638784,1
