y_pred,y_true
0.0048359036,0
0.0020185113,0
0.9992852,1
0.9872061,1
0.18846682,1
0.85149276,1
0.019588351,0
0.99819195,1
0.9799235,1
0.009656638,0
0.033277065,0
0.46813396,0
0.993097,1
0.0039827824,0
0.8050988,1
0.9840102,1
0.73569894,0
0.031143427,0
0.0012771785,0
0.0019252896,0
0.002916187,1
0.99971926,1
0.009710938,0
0.5832559,1
0.009038627,0
0.16469187,0
0.5091263,1
0.97766304,1
0.99984896,1
0.0030266643,0
0.0013931394,0
0.99963284,1
0.6419626,1
0.23751003,0
0.006255448,0
0.9731052,1
0.40399265,0
0.9974569,1
0.99897915,1
0.99711937,1
0.89178354,1
0.98993134,1
0.999334,1
0.009402931,0
0.9993201,1
0.99117815,1
0.001786679,0
0.9990725,1
0.01009348,0
0.0050366223,0
0.9987508,1
0.0018461943,0
0.0017001927,0
0.9975096,1
0.9717053,1
0.99722207,1
0.55635834,1
0.9651866,1
0.7769277,1
0.008294284,0
0.0011416078,0
0.98444104,1
0.98871845,1
0.9043313,1
0.98926127,1
0.37079486,1
0.99726486,1
0.8309872,1
0.9998095,1
0.99898314,1
0.9895303,1
0.0034696758,0
0.007555723,0
0.003473729,0
0.075976074,0
0.015712649,0
0.009127051,0
0.007678658,0
0.99972236,1
0.0017905831,0
0.009060591,0
0.0024842918,0
0.61465603,0
0.73842937,1
0.99970317,1
0.99966884,1
0.9993072,1
0.9877267,1
0.78531486,1
0.9699337,1
0.0016225278,0
0.022983462,0
0.019288361,0
0.9958048,1
0.9997532,1
0.59378016,1
0.008555979,0
0.0036284328,0
0.95858335,1
0.99930924,1
0.9842918,1
0.9997382,1
0.93624187,1
0.86823857,1
0.9048977,0
0.7416778,1
0.99349856,1
0.9950385,1
0.8987435,1
0.99684143,1
0.9997555,1
0.9663323,1
0.8228507,1
0.99213076,1
0.5729628,1
0.8680378,1
0.015212446,0
0.99793774,1
0.9997711,1
0.10999575,0
0.9038569,1
0.0063922703,0
0.9934472,1
0.5927736,1
0.9997293,1
0.0019803047,0
0.84476817,1
0.0083857775,0
0.057542413,0
0.0037644207,0
0.016869485,0
0.002019614,0
0.9983626,1
0.018801868,0
0.0020163357,0
0.91966057,1
0.00737983,0
0.7296695,1
0.002422899,0
0.9169764,1
