y_pred,y_true
0.58006704,0
0.35400352,0
0.7421605,1
0.7068893,1
0.6716101,1
0.55854636,1
0.28825426,0
0.7266935,1
0.43742758,1
0.7249393,0
0.72699934,0
0.6538177,0
0.55306613,1
0.6754548,0
0.66002953,1
0.4916516,1
0.69483256,0
0.6835809,0
0.3317656,0
0.69698566,0
0.59349656,1
0.74717516,1
0.7302854,0
0.6699847,1
0.70361257,0
0.6431687,0
0.6825285,1
0.72767156,1
0.54590195,1
0.7363096,0
0.30106264,0
0.72140557,1
0.6314839,1
0.5083111,0
0.6137473,0
0.5556028,1
0.5732441,0
0.7410641,1
0.675379,1
0.6552425,1
0.73559344,1
0.73464507,1
0.73357326,1
0.71243995,0
0.72524506,1
0.308049,1
0.6112857,0
0.72966224,1
0.66677266,0
0.7302247,0
0.7321999,1
0.58675027,0
0.588236,0
0.48522526,1
0.69959015,1
0.73878264,1
0.73923767,1
0.7189714,1
0.6056615,1
0.71877486,0
0.7066692,0
0.6703247,1
0.64790875,1
0.73359156,1
0.61143875,1
0.30913657,1
0.6996945,1
0.6671305,1
0.64701974,1
0.7209599,1
0.5191995,1
0.5921819,0
0.70962995,0
0.6938565,0
0.7417858,0
0.4504039,0
0.32971954,0
0.65975577,0
0.6583713,1
0.41089934,0
0.69312596,0
0.67677104,0
0.6917335,0
0.67285204,1
0.6891269,1
0.68009377,1
0.679255,1
0.72759014,1
0.7317585,1
0.50751835,1
0.50934756,0
0.70698816,0
0.6397147,0
0.6419555,1
0.6487534,1
0.70169157,1
0.729162,0
0.7340943,0
0.37952346,1
0.74118817,1
0.41037038,1
0.73533136,1
0.4253903,1
0.7370408,1
0.56172,0
0.73765725,1
0.7281622,1
0.716113,1
0.7251123,1
0.29345518,1
0.7378336,1
0.6822858,1
0.7267521,1
0.7097573,1
0.72830397,1
0.71221066,1
0.3645681,0
0.64348996,1
0.7423739,1
0.662067,0
0.44762093,1
0.5073137,0
0.6573698,1
0.69578516,1
0.7373692,1
0.73776764,0
0.74208593,1
0.7369078,0
0.70038533,0
0.7355958,0
0.66058713,0
0.36626577,0
0.6249918,1
0.62218606,0
0.70793366,0
0.6311039,1
0.72835803,0
0.7433884,1
0.64583814,0
0.6468265,1
