tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,5000,0.25,0,0.5800364504725137,0.616,0.5409836065573771
B,5000,0.25,0,0.46651882672208744,0.7048888888888889,0.46131471785922046
C,5000,0.25,1250,0.6084766093155956,0.6533333333333333,0.5671296296296297
C,5000,0.5,2500,0.6018894649928296,0.6462222222222223,0.5609567901234568
C,5000,0.75,3750,0.6080685664077754,0.6551111111111111,0.5664873174481169
C,5000,1.0,5000,0.6138296458707062,0.6595555555555556,0.5720894371626831
C,5000,1.5,7500,0.5952844856795672,0.6506666666666666,0.5537065052950075
C,5000,2.0,10000,0.6632254276305463,0.7546666666666667,0.6107913669064748
C,5000,3.0,15000,0.6346061971959017,0.712,0.5872434017595308
C,5000,4.0,20000,0.6261266375286481,0.7146666666666667,0.5784172661870504
C,5000,5.0,25000,0.621837437124801,0.7164444444444444,0.5740740740740741
C,5000,6.0,30000,0.624595068132608,0.736,0.575
C,5000,7.0,35000,0.6209589630880243,0.7724444444444445,0.5694626474442989
C,5000,8.0,40000,0.6078086056736993,0.7244444444444444,0.5605226960110041
C,5000,9.0,45000,0.6099534115887585,0.7502222222222222,0.5611702127659575
C,5000,10.0,50000,0.5881663261992741,0.7493333333333333,0.5435203094777563
