tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,7500,0.25,0,0.5922451097425323,0.6168888888888889,0.5538707102952913
B,7500,0.25,0,0.460870190444036,0.6791111111111111,0.4544913741820345
C,7500,0.25,1875,0.6258989828263748,0.6462222222222223,0.587712206952304
C,7500,0.5,3750,0.6141689488776267,0.648,0.574015748031496
C,7500,0.75,5625,0.6294087492151148,0.6648888888888889,0.5885129819040126
C,7500,1.0,7500,0.6349794498335769,0.6568888888888889,0.5964487489911219
C,7500,1.5,11250,0.6343950858351639,0.6764444444444444,0.5922178988326848
C,7500,2.0,15000,0.6512436302166705,0.6897777777777778,0.609105180533752
C,7500,3.0,22500,0.6321035898401359,0.7111111111111111,0.5847953216374269
C,7500,4.0,30000,0.6228434773410865,0.6844444444444444,0.5785123966942148
C,7500,5.0,37500,0.6363076152100489,0.7306666666666667,0.5867237687366167
C,7500,6.0,45000,0.6382308741440978,0.7377777777777778,0.5878186968838527
C,7500,7.0,52500,0.6307968389180261,0.7528888888888889,0.579343365253078
C,7500,8.0,60000,0.621437836149291,0.7155555555555555,0.5737704918032787
C,7500,9.0,67500,0.6343317514698374,0.7697777777777778,0.5812080536912752
C,7500,10.0,75000,0.6250253323123335,0.736,0.5753995830437804
