tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,12389,0.25,0,0.6113610539361249,0.6622222222222223,0.5691367456073338
B,12389,0.25,0,0.4688691674953552,0.6968888888888889,0.4614479105356092
C,12389,0.25,3097,0.6257556843173099,0.6684444444444444,0.5838509316770186
C,12389,0.5,6194,0.6455292961311543,0.6933333333333334,0.6018518518518519
C,12389,0.75,9291,0.6702024675118845,0.7342222222222222,0.6219879518072289
C,12389,1.0,12389,0.6568369408281305,0.6817777777777778,0.6175523349436393
C,12389,1.5,18583,0.6743019025990393,0.7413333333333333,0.6251874062968515
C,12389,2.0,24778,0.6595027389344659,0.7217777777777777,0.6123680241327301
C,12389,3.0,37167,0.6364756695593604,0.6862222222222222,0.5929339477726574
C,12389,4.0,49556,0.6426483290146834,0.6906666666666667,0.5990747879722437
C,12389,5.0,61945,0.6435374045788576,0.7288888888888889,0.5942028985507246
C,12389,6.0,74334,0.6410127286676235,0.7564444444444445,0.5885200553250346
C,12389,7.0,86723,0.6301756084033203,0.736,0.5802382620882971
C,12389,8.0,99112,0.6458145615326165,0.8,0.5890052356020943
C,12389,9.0,111501,0.6331459733940723,0.7484444444444445,0.5818935729094679
C,12389,10.0,123890,0.6209333267612422,0.7582222222222222,0.5701871657754011
