y_pred,y_true
1.7344952e-05,0
1.7344952e-05,0
0.5895736,0
0.077017605,0
0.08516577,0
0.08516577,0
0.99611044,0
0.10819706,0
0.0004594624,0
0.0004594624,0
0.91945,0
0.011986166,0
0.011986166,0
0.009882659,0
0.009882659,0
0.056237757,0
0.056237757,0
0.000818938,0
0.000818938,0
0.0063721836,0
0.0063721836,0
0.0016041696,0
0.0016041696,0
0.9998647,0
0.9998647,0
0.92101675,0
9.453297e-05,0
7.0929527e-06,0
2.3275614e-05,0
0.009016544,0
1.6391277e-05,0
0.0006710291,0
0.0006710291,0
5.6922436e-06,0
1.7374754e-05,0
0.00027114153,0
0.00011917949,0
0.00011917949,0
2.5689602e-05,0
0.00020083785,0
0.0071537793,0
0.00010821223,0
0.0091281235,0
0.0010153651,0
0.0026254356,0
0.0044932365,0
0.00021240115,0
0.00021240115,0
2.6226044e-06,0
0.014807016,0
2.6524067e-06,0
2.6524067e-06,0
2.9802322e-08,0
2.9802322e-08,0
3.3080578e-06,0
2.6524067e-06,0
6.0796738e-06,0
3.963709e-06,0
7.6293945e-06,0
6.4373016e-06,0
2.771616e-06,0
2.771616e-06,0
2.7418137e-06,0
4.8577785e-06,0
6.467104e-06,0
2.9116869e-05,0
3.1590462e-06,0
2.682209e-06,0
2.8014183e-06,0
2.670288e-05,0
7.8082085e-06,0
6.735325e-06,0
6.735325e-06,0
1.4573336e-05,0
3.0994415e-06,0
2.9802322e-08,0
0.00086405873,0
0.00086405873,0
1.9520521e-05,0
0.0005619824,0
0.00011819601,0
0.00011819601,0
0.00078240037,0
0.00012546778,0
0.00012546778,0
5.9068203e-05,0
0.00027522445,0
0.036253452,0
2.142787e-05,0
0.00015684962,0
0.00015571713,0
0.00015571713,0
1.8954277e-05,0
0.99966395,0
5.9515238e-05,0
5.9515238e-05,0
7.95722e-06,0
7.95722e-06,0
1.3113022e-05,0
5.915761e-05,0
5.915761e-05,0
0.00010418892,0
0.00013566017,0
0.00013566017,0
7.2419643e-06,0
7.2419643e-06,0
7.2419643e-06,0
7.2419643e-06,0
3.6358833e-06,0
2.9206276e-06,0
2.9206276e-06,0
6.362796e-05,0
6.362796e-05,0
5.930662e-05,0
5.930662e-05,0
9.208918e-06,0
1.8119812e-05,0
6.136298e-05,0
6.136298e-05,0
0.00051498413,0
0.00051498413,0
5.954504e-05,0
5.954504e-05,0
0.0012272894,0
0.0012272894,0
0.00019538403,0
0.00019538403,0
0.00012847781,0
0.00012847781,0
1.168251e-05,0
4.5001507e-06,0
1.1861324e-05,0
1.1861324e-05,0
6.5386295e-05,0
6.5386295e-05,0
1.0699034e-05,0
1.0699034e-05,0
0.13692811,0
0.0006133616,0
0.00020337105,0
0.00020337105,0
7.709861e-05,0
4.351139e-06,0
4.351139e-06,0
2.3931265e-05,0
2.3931265e-05,0
7.6174736e-05,0
2.861023e-06,0
0.6526854,0
0.6526854,0
0.00041002035,0
0.00041002035,0
8.633733e-05,0
8.633733e-05,0
0.53812754,0
0.00012162328,0
2.1725893e-05,0
2.5212765e-05,0
4.0233135e-06,0
0.00030574203,0
0.00021019578,0
0.00017166138,0
1.4841557e-05,0
0.0002734065,0
0.0002734065,0
9.846687e-05,0
0.00038531423,0
0.0046008825,0
0.0046008825,0
0.99828595,0
0.005551368,0
0.005551368,0
0.01247552,0
0.01247552,0
0.92296505,0
0.92296505,0
0.05084738,0
0.05084738,0
2.8759241e-05,0
2.8759241e-05,0
0.59897953,0
0.020949453,0
0.46724913,0
0.46724913,0
1.0967255e-05,0
1.0967255e-05,0
0.007856131,0
0.04402715,0
0.030776173,0
0.030776173,0
0.37188798,0
0.37188798,0
0.09799257,0
0.09799257,0
0.6552083,0
0.6552083,0
0.030106872,0
0.030106872,0
0.20658118,0
0.0016588271,0
0.3229723,0
0.0003157556,0
0.0003157556,0
0.0010314286,0
0.007110417,0
0.021873742,0
0.0021402538,0
0.0021111667,0
0.00022083521,0
0.00022083521,0
0.00015810132,0
0.017337322,0
0.9510241,0
2.798438e-05,0
0.030819088,0
0.041677833,0
0.00040078163,0
0.02375251,0
0.02375251,0
0.0019790828,0
0.00017362833,0
0.8418632,0
0.035456926,0
0.80475175,0
0.80475175,0
0.00031292439,0
0.00023654103,0
0.0005327761,0
0.0005327761,0
0.00024813414,0
0.0002927482,0
0.0002927482,0
0.012199402,0
0.012199402,0
0.93270165,0
0.93270165,0
0.02115786,0
0.02115786,0
0.010166943,0
0.027103007,0
0.049611628,0
0.049611628,0
0.0007301569,0
0.021533161,0
0.021533161,0
0.98679465,0
6.6548586e-05,0
6.6548586e-05,0
0.7519245,0
0.42277417,0
0.42277417,0
0.99141514,0
0.042691827,0
0.99617374,0
0.0011526346,0
0.9998086,0
1.385808e-05,0
0.00038570166,0
0.71834403,0
4.6491623e-06,0
0.006561905,0
2.6226044e-06,0
9.506941e-06,0
5.9068203e-05,0
5.9068203e-05,0
3.2782555e-06,0
2.95043e-06,0
3.5464764e-06,0
3.5464764e-06,0
2.6226044e-06,0
4.0233135e-06,0
4.0233135e-06,0
3.606081e-06,0
2.7418137e-06,0
6.8843365e-06,0
1.7881393e-07,0
5.9604645e-08,0
2.9802322e-06,0
8.940697e-08,0
1.0758638e-05,0
6.2584877e-06,0
5.7816505e-06,0
5.7816505e-06,0
0.00024697185,0
7.170439e-05,0
1.8179417e-05,0
1.8179417e-05,0
9.715557e-06,0
7.018447e-05,0
2.771616e-06,0
2.682209e-06,0
6.696582e-05,0
3.874302e-06,0
0.04729402,0
0.04729402,0
5.969405e-05,0
1.3381243e-05,0
1.0281801e-05,0
1.0281801e-05,0
0.00015744567,0
1.1920929e-07,0
8.586049e-05,0
8.586049e-05,0
7.9244375e-05,0
7.9244375e-05,0
1.0073185e-05,0
1.0073185e-05,0
0.0011238456,0
0.0011238456,0
7.7068806e-05,0
7.7068806e-05,0
5.1259995e-06,0
5.1259995e-06,0
0.00017228723,0
0.00017228723,0
3.0308962e-05,0
3.0308962e-05,0
1.9729137e-05,0
1.9729137e-05,0
9.959936e-05,0
0.0003953576,0
0.0003953576,0
2.7537346e-05,0
2.7537346e-05,0
0.00011360645,0
4.5895576e-06,0
4.5895576e-06,0
2.9802322e-08,0
2.9802322e-08,0
5.722046e-06,0
5.722046e-06,0
1.2934208e-05,0
6.186962e-05,0
6.186962e-05,0
8.791685e-06,0
8.791685e-06,0
7.301569e-06,0
7.301569e-06,0
1.2546778e-05,0
2.3812056e-05,0
8.761883e-06,0
1.5497208e-05,0
1.5497208e-05,0
2.9802322e-08,0
2.9802322e-08,0
6.1690807e-06,0
5.9515238e-05,0
0.0010435879,0
0.00013694167,0
0.00019308925,0
0.00019308925,0
5.9455633e-05,0
0.00010675192,0
0.00022986531,0
2.5629997e-05,0
7.31051e-05,0
0.00013402104,0
1.0669231e-05,0
0.00014925003,0
7.897615e-06,0
0.00094491243,0
7.390976e-06,0
3.6358833e-06,0
0.028576374,0
0.00050508976,0
2.9802322e-06,0
1.0550022e-05,0
1.0550022e-05,0
6.210804e-05,0
6.210804e-05,0
2.1457672e-05,0
2.1457672e-05,0
1.9013882e-05,0
1.9013882e-05,0
1.3679266e-05,0
7.3730946e-05,0
0.012461036,0
2.3901463e-05,0
0.00053599477,0
1.6450882e-05,0
1.6450882e-05,0
6.777048e-05,0
6.777048e-05,0
1.0550022e-05,0
2.220273e-05,0
2.220273e-05,0
0.00010898709,0
0.00010898709,0
4.053116e-06,0
1.0073185e-05,0
4.61936e-06,0
2.2232533e-05,0
2.8967857e-05,0
0.0025021732,0
8.5532665e-06,0
4.9471855e-06,0
2.1129847e-05,0
7.0035458e-06,0
7.0631504e-06,0
1.1920929e-05,0
2.7120113e-06,0
2.7120113e-06,0
0.00015166402,0
5.453825e-06,0
5.3942204e-06,0
5.3942204e-06,0
0.0029993653,0
0.9160646,0
0.009118229,0
0.69629174,0
0.69629174,0
1.9729137e-05,0
2.7030706e-05,0
0.61515087,0
7.688999e-06,0
0.0002605021,0
0.00014126301,0
0.00014126301,0
0.00085121393,0
7.992983e-05,0
0.0003376007,0
1.129508e-05,0
0.9991624,0
7.987022e-06,0
0.0120972395,0
0.001112014,0
2.6226044e-06,0
9.924173e-06,0
0.00052177906,0
0.00028952956,0
0.00028952956,0
8.511543e-05,0
0.00010237098,0
6.362796e-05,0
1.0311604e-05,0
0.00022479892,0
0.00033697486,0
0.00033697486,0
1.2725592e-05,0
0.00024351478,0
0.00016334653,0
0.00016334653,0
0.05402428,0
0.05402428,0
5.90384e-05,0
5.90384e-05,0
0.0004771948,0
7.838011e-06,0
5.9247017e-05,0
0.00027242303,0
1.9848347e-05,0
1.9848347e-05,0
0.2973269,0
1.7911196e-05,0
9.894371e-06,0
6.195903e-05,0
6.7174435e-05,0
0.0012940466,0
1.6093254e-05,0
2.643466e-05,0
1.7255545e-05,0
1.04904175e-05,0
0.0006105602,0
0.0006105602,0
2.592802e-05,0
2.592802e-05,0
3.5762787e-06,0
8.4757805e-05,0
9.149313e-06,0
0.00031977892,0
0.00031977892,0
0.102758884,0
0.00013396144,0
0.00013396144,0
6.765127e-06,0
0.00040772557,0
0.0001436472,0
0.10037184,0
1.719594e-05,0
1.719594e-05,0
0.10276261,0
1.9818544e-05,0
1.770258e-05,0
9.679794e-05,0
5.927682e-05,0
8.970499e-06,0
6.0617924e-05,0
1.3917685e-05,0
1.3917685e-05,0
3.0040741e-05,0
6.0468912e-05,0
7.137656e-05,0
0.00018435717,0
0.00014203787,0
0.00014203787,0
1.2308359e-05,0
1.6629696e-05,0
7.6919794e-05,0
0.000723809,0
0.000723809,0
6.791949e-05,0
6.791949e-05,0
0.0030365288,0
0.0030365288,0
1.6242266e-05,0
0.00040364265,0
0.0011388361,0
1.1593103e-05,0
1.0818243e-05,0
0.0004516244,0
2.7745962e-05,0
2.4110079e-05,0
7.325411e-05,0
0.00029858947,0
1.1652708e-05,0
2.2739172e-05,0
0.0037053525,0
0.0037053525,0
2.3961067e-05,0
0.0013594925,0
0.0013594925,0
0.0001642108,0
0.0001642108,0
2.4408102e-05,0
2.4408102e-05,0
1.180172e-05,0
0.00011366606,0
7.599592e-06,0
1.04010105e-05,0
1.04010105e-05,0
4.2915344e-06,0
1.8000603e-05,0
7.712841e-05,0
7.712841e-05,0
2.5838614e-05,0
2.5838614e-05,0
0.0030855238,0
1.40964985e-05,0
