type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
B,500,4,-1.0,500,0.42767980854011844,0.16689466484268126,0.6009852216748769
B,500,5,-1.0,500,0.38611086457008176,0.09986320109439124,0.5887096774193549
B,500,6,-1.0,500,0.5013956431531548,0.6388508891928865,0.5586124401913876
A,500,4,0.0,0,0.4145071775824239,0.9357045143638851,0.5579119086460033
A,500,5,0.0,0,0.39953712454049967,0.9493844049247606,0.5560897435897436
A,500,6,0.0,0,0.3915045830538788,0.9616963064295485,0.5561708860759493
C,500,4,0.25,125,0.4314972034992113,0.8878248974008208,0.5551753635585971
C,500,5,0.25,125,0.5079662339504859,0.6101231190150479,0.562421185372005
C,500,6,0.25,125,0.3625505913217463,1.0,0.556316590563166
C,500,4,0.5,250,0.42393064303761424,0.9220246238030095,0.5584092792046396
C,500,5,0.5,250,0.4067427394589436,0.9411764705882353,0.5566343042071198
C,500,6,0.5,250,0.39739965157201823,0.9589603283173734,0.5572337042925278
C,500,4,0.75,375,0.43688508692534644,0.920656634746922,0.5622389306599833
C,500,5,0.75,375,0.4639919269954456,0.8180574555403557,0.5567970204841713
C,500,6,0.75,375,0.44646099641125925,0.9534883720930233,0.5703764320785597
C,500,4,1.0,500,0.4335542882315472,0.93296853625171,0.5631709331131296
C,500,5,1.0,500,0.43381441809215876,0.8987688098495212,0.5577249575551783
C,500,6,1.0,500,0.41678093337672795,0.948016415868673,0.5606796116504854
C,500,4,1.5,750,0.4903240374537592,0.8632010943912448,0.5736363636363636
C,500,5,1.5,750,0.4891286394282025,0.7291381668946648,0.5581151832460733
C,500,6,1.5,750,0.4749376165208662,0.9192886456908345,0.5748502994011976
C,500,4,2.0,1000,0.4758490870465486,0.8358413132694938,0.564173591874423
C,500,5,2.0,1000,0.5147396057114878,0.746922024623803,0.5741324921135647
C,500,6,2.0,1000,0.44931675029358387,0.9398084815321477,0.5691797845898923
C,500,4,3.0,1500,0.4671569327431101,0.8043775649794802,0.5562913907284768
C,500,5,3.0,1500,0.5084942653196389,0.8276333789329685,0.5778414517669532
C,500,6,3.0,1500,0.5275175897045781,0.9028727770177839,0.5935251798561151
C,500,4,4.0,2000,0.49423963133640547,0.9233926128590971,0.5823986194995686
C,500,5,4.0,2000,0.43762070771843,0.9015047879616963,0.5594227504244482
C,500,6,4.0,2000,0.5283878860137732,0.9110807113543091,0.5946428571428571
C,500,4,5.0,2500,0.5096607485204634,0.905608755129959,0.5863596102745793
C,500,5,5.0,2500,0.5625094447014809,0.8891928864569083,0.6086142322097379
C,500,6,5.0,2500,0.5198554959593003,0.905608755129959,0.5905441570026762
C,500,4,6.0,3000,0.5354140965934271,0.9069767441860465,0.5972972972972973
C,500,5,6.0,3000,0.5158656722259184,0.9179206566347469,0.5901495162708883
C,500,6,6.0,3000,0.4875806561548598,0.9165526675786594,0.5790838375108038
C,500,4,7.0,3500,0.420274494586303,0.9247606019151847,0.5577557755775577
C,500,5,7.0,3500,0.5482818225347998,0.905608755129959,0.6029143897996357
C,500,6,7.0,3500,0.4367098384261002,0.9808481532147743,0.5717703349282297
C,500,4,8.0,4000,0.4678467316304821,0.9425444596443229,0.5756056808688388
C,500,5,8.0,4000,0.5442992471160992,0.8905608755129959,0.6
C,500,6,8.0,4000,0.48571056665991724,0.9370725034199726,0.5810008481764207
C,500,4,9.0,4500,0.5828145998864128,0.8043775649794802,0.6176470588235294
C,500,5,9.0,4500,0.5595317725752509,0.8823529411764706,0.6067732831608654
C,500,6,9.0,4500,0.48189448838004484,0.9534883720930233,0.5818030050083473
C,500,4,10.0,5000,0.490392778557444,0.9384404924760602,0.5828377230246389
C,500,5,10.0,5000,0.5834466808351044,0.8057455540355677,0.6180482686253935
C,500,6,10.0,5000,0.5735473343361974,0.8317373461012312,0.6122860020140987
B,1000,4,-1.0,1000,0.48328452291300594,0.7058823529411765,0.5524625267665952
B,1000,5,-1.0,1000,0.48842762642603216,0.4993160054719562,0.5447761194029851
B,1000,6,-1.0,1000,0.4720337243239044,0.8755129958960328,0.5678793256433008
A,1000,4,0.0,0,0.4159289813895639,0.945280437756498,0.559967585089141
A,1000,5,0.0,0,0.4335182539441287,0.9562243502051984,0.5669099756690997
A,1000,6,0.0,0,0.3986577358704843,0.957592339261286,0.5573248407643312
C,1000,4,0.25,250,0.4777950205494551,0.9384404924760602,0.5784148397976391
C,1000,5,0.25,250,0.4707305911962969,0.9425444596443229,0.5765690376569038
C,1000,6,0.25,250,0.4793856695265146,0.9466484268125855,0.5800502933780386
C,1000,4,0.5,500,0.5660163830205072,0.8919288645690835,0.6104868913857678
C,1000,5,0.5,500,0.49519080934111404,0.93296853625171,0.583904109589041
