tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,1000,0.25,0,0.4072541862931268,0.9534883720930233,0.5589414595028067
B,1000,0.25,0,0.46143858117776315,0.920656634746922,0.5703389830508474
C,1000,0.25,250,0.413696232845169,0.9534883720930233,0.5607401448109413
C,1000,0.5,500,0.4075745483566713,0.9439124487004104,0.5573505654281099
C,1000,0.75,750,0.5369691577327059,0.9288645690834473,0.5998233215547704
C,1000,1.0,1000,0.5828639347146922,0.9015047879616963,0.6193609022556391
C,1000,1.5,1500,0.40849371526612216,0.9630642954856361,0.5609561752988048
C,1000,2.0,2000,0.5999495451339372,0.8686730506155951,0.6280909990108803
C,1000,3.0,3000,0.5862559793148029,0.8645690834473324,0.620215897939156
C,1000,4.0,4000,0.5730446355446355,0.8768809849521204,0.6133971291866028
C,1000,5.0,5000,0.5631630474906512,0.896032831737346,0.6093023255813953
C,1000,6.0,6000,0.6088257985819929,0.7783857729138167,0.6364653243847874
C,1000,7.0,7000,0.5966183272909114,0.8166894664842681,0.6264428121720882
C,1000,8.0,8000,0.6015505043982379,0.7250341997264022,0.6347305389221557
C,1000,9.0,9000,0.6031254035903397,0.7264021887824897,0.6359281437125749
C,1000,10.0,10000,0.6067319085756706,0.7154582763337893,0.6401468788249693
