tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,7500,0.25,0,0.7064447336080387,0.8344733242134063,0.710128055878929
B,7500,0.25,0,0.5759385848028604,0.5663474692202463,0.6330275229357798
C,7500,0.25,1875,0.6884523000776397,0.8344733242134063,0.6939704209328783
C,7500,0.5,3750,0.6875422088974081,0.8344733242134063,0.6931818181818182
C,7500,0.75,5625,0.6803892430617406,0.8440492476060192,0.6855555555555556
C,7500,1.0,7500,0.6738490322697839,0.8180574555403557,0.6842105263157895
C,7500,1.5,11250,0.6694865663842108,0.8221614227086184,0.6798642533936652
C,7500,2.0,15000,0.6649641892685219,0.8317373461012312,0.6748057713651499
C,7500,3.0,22500,0.6430944300283848,0.8043775649794802,0.6606741573033708
C,7500,4.0,30000,0.638835465180897,0.7824897400820794,0.6597462514417531
C,7500,5.0,37500,0.6232143376683833,0.7770177838577291,0.6476624857468644
C,7500,6.0,45000,0.6185570127092639,0.7674418604651163,0.6448275862068965
C,7500,7.0,52500,0.6097966153855437,0.7551299589603283,0.6388888888888888
C,7500,8.0,60000,0.6038211256894774,0.7428180574555403,0.6350877192982456
C,7500,9.0,67500,0.6035635333837432,0.7441860465116279,0.6347724620770129
C,7500,10.0,75000,0.6008816576359023,0.7236662106703147,0.6342925659472423
