tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,11852,0.25,0,0.7123223727322507,0.8235294117647058,0.7183770883054893
B,11852,0.25,0,0.5811138825183723,0.5554035567715458,0.6424050632911392
C,11852,0.25,2963,0.715606105189221,0.8030095759233926,0.7273853779429987
C,11852,0.5,5926,0.6992050803507023,0.8290013679890561,0.7046511627906977
C,11852,0.75,8889,0.6815335826228222,0.8153214774281806,0.691415313225058
C,11852,1.0,11852,0.6771951906197211,0.8084815321477428,0.6888111888111889
C,11852,1.5,17778,0.6704150543353397,0.8057455540355677,0.6832946635730859
C,11852,2.0,23704,0.66524849987885,0.761969904240766,0.686806411837238
C,11852,3.0,35556,0.6619384893283262,0.7606019151846786,0.6838868388683886
C,11852,4.0,47408,0.6308060551170914,0.7551299589603283,0.6563614744351962
C,11852,5.0,59260,0.6225120006275626,0.7660738714090287,0.6481481481481481
C,11852,6.0,71112,0.6166062880062103,0.7428180574555403,0.6456599286563615
C,11852,7.0,82964,0.6092409133666629,0.7482900136798906,0.639018691588785
C,11852,8.0,94816,0.611685288640596,0.7291381668946648,0.6429433051869723
C,11852,9.0,106668,0.6086580684277348,0.7414500683994528,0.6391509433962265
C,11852,10.0,118520,0.5949628816518493,0.6880984952120383,0.6327044025157232
